deltaVLTM_mps,deltaVLCM_mps,totalDV_mps,R_LCM_km,V_LCM_kmps,R_30d_km,V_30d_kmps
1090.42538577502,14.4662166722066,1104.89160244723,16488.0193355034,0.00972751946051727,0.151868835758918,0.00655840882850249
1098.31956822959,18.5376183357891,1116.85718656538,21183.8129838759,0.0108188963652349,0.249815228814524,0.00846573594081385
1094.90702070274,16.0418700903837,1110.94889079312,18937.911851113,0.00969238121059408,0.206521430809017,0.00757583883503508
1102.81546086814,15.0067513398192,1117.82221220796,18339.343145889,0.00914740730151782,0.217994441374742,0.00738017691415419
1104.97100060214,23.5673940570344,1128.53839465918,23001.8552125839,0.0159518246051373,0.347681162651782,0.00925042353461851
1099.23009274887,18.4370120798986,1117.66710482876,21135.6724999589,0.0109003640259693,0.259923848584984,0.0084747708594106
1097.3816158595,12.0499912147314,1109.43160707423,16727.4443244558,0.00679399758534727,0.173286152396517,0.00672888116541176
1098.27142052787,16.272278126861,1114.54369865473,18314.9592853861,0.0107454077420347,0.218227780804535,0.00737744391644736
1099.90509008108,14.9292484435683,1114.83433852464,19113.6663818638,0.00810581206862451,0.213553247109329,0.00767200069624471
1098.95380552892,15.1185256315677,1114.07233116049,18976.8037798507,0.00860854868130697,0.218636643894501,0.00762780690023092
1092.33035647071,22.1899741779894,1114.5203306487,22316.2649082483,0.014045604141319,0.26654561181322,0.00880351466697196
1097.77342933002,33.8438334456412,1131.61726277567,29192.3848591764,0.0226405075152126,0.466685844597528,0.0114478878072473
1106.87109974792,23.4434595153891,1130.31455926331,22229.8386331808,0.0161695471427679,0.319426244331826,0.00890115761774057
1099.50726927723,17.8723478299224,1117.37961710715,20585.5799661158,0.0107797744174908,0.258308054592222,0.00827484310102155
1090.67702050301,18.4772082915097,1109.15422879452,19474.7798251942,0.0119259685145173,0.205452528984998,0.00770708753869449
1098.30767219887,18.9352129906092,1117.24288518948,21145.2419028966,0.0111202747158989,0.237044102648133,0.00840946093275737
1092.54764136436,10.4422232393387,1102.9898646037,15307.2558412349,0.00580000854650558,0.128395500893894,0.00609179680594701
1103.24814247846,22.8758695679,1126.12401204636,22833.6864651792,0.0152953437839773,0.341336031688254,0.00919407307376989
1101.62165176443,24.67065216017,1126.2923039246,24112.4205599723,0.0159380703172855,0.306222262808227,0.00959820194494195
1096.11695386088,16.0291911871873,1112.14614504807,19429.9746703942,0.00909505177744399,0.210464729129304,0.00775866618304583
1098.06508851154,16.5453868936072,1114.61047540514,19918.4879175297,0.00920919168251056,0.214901804420198,0.0079445205371963
1095.46262657157,20.5682423530627,1116.03086892463,21496.2337179799,0.0124919683249827,0.247044470353162,0.00846044945217829
1094.41412555384,13.0423703581359,1107.45649591198,17221.0411932788,0.00677897196586595,0.156406594861644,0.00680663203057592
1100.25659611147,13.7991115094966,1114.05570762097,18236.8555388722,0.00758898966377057,0.205423618663058,0.00733777720261224
1097.25408694474,15.3317168436453,1112.58580378838,16716.360125496,0.0108173416746855,0.184134283659308,0.00673185002090934
1103.29571796766,22.3164538003646,1125.61217176803,22577.3136256255,0.0148118771061775,0.33316863104849,0.00909089669230137
1104.97911996601,19.8665203050743,1124.84564027108,20412.2143438312,0.0133306414216408,0.271940559111907,0.00819095569485026
1105.13270887185,16.0692416128478,1121.20195048469,17183.4258368406,0.0111057898772527,0.18810794603796,0.00686000031455717
1100.39022837282,12.942165429345,1113.33239380217,17791.1754061201,0.00682107853598478,0.192328198971034,0.00715529907489249
1104.93213343064,27.4722515471052,1132.40438497775,26761.7015410042,0.0178589244387044,0.417798604568674,0.010740215951864
1089.96866944015,15.9106591199715,1105.87932856012,16940.291999583,0.0110841717011685,0.16334266539855,0.00674825070655239
1095.22962091888,18.8918500508729,1114.12147096975,19687.7953030731,0.0127678183298154,0.243171943606091,0.007916673617752
1100.02548244498,20.2832334745907,1120.30871591957,22228.6573914126,0.01213186406364,0.270205069564967,0.00887763574489637
1103.7838487253,16.2664519822291,1120.05030070753,14521.9476673,0.0126272986603022,0.121218391551727,0.00570305346796831
1089.14335548171,17.6914631387214,1106.83481862043,18712.09597431,0.011243237838388,0.191233693141769,0.00732593690090915
1104.01093858662,17.5100579281254,1121.52099651474,20346.9353388752,0.0105626456960619,0.25499004783566,0.00818750090145162
1097.78072861312,15.6327797118979,1113.41350832502,18799.9551913308,0.00892690410290374,0.18599135936602,0.00747583257124956
1093.76740078304,11.9168971284966,1105.68429791154,16698.5662064148,0.00599449920626539,0.148974574692411,0.00662747723555847
1093.80576709245,5.4397233884432,1099.2454904809,12939.0438940192,0.00171382858573068,0.0891828377965844,0.0051484085332938
1103.30729981052,13.0226278234516,1116.32992763397,16347.8845616158,0.00843192466183407,0.17164058275113,0.00657339904124852
1098.30131222298,18.7396599233343,1117.04097214631,20777.2535972069,0.0117276424500948,0.264639628573947,0.00835110777679913
1097.18577708551,11.8366379957852,1109.02241508129,17035.0382957593,0.0059875852674114,0.171172285513631,0.00683673515066488
1097.7171545943,15.6541995831616,1113.37135417746,19264.9865275691,0.00896531167486306,0.218750872752492,0.00772869233506138
1097.25998648335,19.0295608172127,1116.28954730057,20818.1850993201,0.0113430034914837,0.22734508048383,0.00824364210902891
1097.98013854491,7.74083385779455,1105.7209724027,14100.5068905391,0.00405843911679693,0.125390640758572,0.00567686358464015
1094.33082532536,9.76686981551126,1104.09769514087,15504.7891511642,0.00422905709954786,0.12726240425384,0.00615418444414701
1095.17857538231,17.1026591788996,1112.28123456121,19923.3704160662,0.0097357199955547,0.211069655626045,0.00790031123370236
1096.01182468569,19.0953216843494,1115.10714637004,20849.9378761213,0.0113039456625899,0.229448201036319,0.00823467227977985
1104.58192177041,19.6000590957377,1124.18198086615,21080.7358752807,0.0126200541398483,0.289897848823819,0.00848222123455676
1088.71042974984,19.2295429666989,1107.93997271654,18599.019976342,0.0124595250003022,0.242356168100168,0.00711944688648006
1099.21149460795,18.8112923244087,1118.02278693236,21389.6513383285,0.0109765318207116,0.252687312219211,0.00854723733651998
1100.24417624967,13.6895221032483,1113.93369835292,17686.8801959897,0.00805629253622061,0.200374701036989,0.00712214879540207
1093.77358241251,15.9633479310761,1109.73693034359,18881.5000119846,0.00944153699394831,0.195972134844531,0.00751627489700314
1099.6915500441,30.2255493888428,1129.91709943295,26106.7183581039,0.021629710326853,0.449958406649396,0.0105182994632231
1094.86147551653,16.1583740608651,1111.01984957739,19290.2801790125,0.00931138504308143,0.204123104713851,0.00768385747924653
1088.77594205753,8.97086633093357,1097.74680838846,10933.1451160209,0.00762435228798545,0.0808647304754632,0.00420025351536236
1097.68707455522,16.7967840917327,1114.48385864696,20007.5289043189,0.00940455292577052,0.214835717302964,0.00796935973820229
