Time (s),Station ID,Range rate (km/s)
249520,4,2.319721149
249530,4,2.3197739
249540,4,2.319827239
249550,4,2.319879322
249560,4,2.319929869
249570,4,2.319983626
249580,4,2.320033094
249590,4,2.320088241
249600,4,2.320139866
249610,4,2.320192376
249620,4,2.320242103
249630,4,2.320294351
249640,4,2.32034903
249650,4,2.320399446
249660,4,2.320452024
249670,4,2.320507259
249680,4,2.320556283
249690,4,2.320609231
249700,4,2.3206632
249710,4,2.320713026
249720,4,2.320766518
249730,4,2.320819319
249740,4,2.320870492
249750,4,2.320924567
249760,4,2.320976104
249770,4,2.321028628
249780,4,2.321082411
249790,4,2.321133758
249800,4,2.321187237
249810,4,2.321239817
249820,4,2.32129114
249830,4,2.321345891
249840,4,2.321397194
249850,4,2.321449373
249860,4,2.321502202
249870,4,2.321553958
249880,4,2.321607117
249890,4,2.321659945
249900,4,2.321711752
249910,4,2.321764386
249920,4,2.321815722
249930,4,2.321869233
249940,4,2.321922771
249950,4,2.321973233
249960,4,2.322027289
249970,4,2.322076909
249980,4,2.322132119
249990,4,2.322185622
250000,4,2.322236424
250010,4,2.322290952
250020,4,2.322344183
250030,4,2.322395027
250040,4,2.322450272
250050,4,2.32250165
250060,4,2.322556981
250070,4,2.32260768
250080,4,2.322661386
250090,4,2.322713582
250100,4,2.322766228
250110,4,2.322817673
250120,4,2.322872089
250130,4,2.322926775
250140,4,2.322977301
250150,4,2.32303156
250160,4,2.323082724
250170,4,2.323135918
250180,4,2.323189694
250190,4,2.323242936
250200,4,2.323293898
250210,4,2.323347926
250220,4,2.323400483
250230,4,2.323455367
250240,4,2.323507271
250250,4,2.323560982
250260,4,2.32361453
250270,4,2.323665913
250280,4,2.3237203
250290,4,2.323771856
250300,4,2.323825898
250310,4,2.323878432
250320,4,2.323932135
250330,4,2.323982747
250340,4,2.324037968
250350,4,2.324091252
250360,4,2.324145661
250370,4,2.324196582
250380,4,2.324250124
250390,4,2.324303972
250400,4,2.324355469
250410,4,2.324410557
250420,4,2.324461121
250430,4,2.324516332
250440,4,2.324569537
250450,4,2.324622217
250460,4,2.324677156
250470,4,2.32472911
250480,4,2.324781458
250490,4,2.324837144
250500,4,2.324889258
250510,4,2.324941732
250520,4,2.324996484
250530,4,2.325052409
250540,4,2.325101854
250550,4,2.32515583
250560,4,2.325210056
250570,4,2.325262428
250580,4,2.325314176
250590,4,2.325368367
250600,4,2.325421959
250610,4,2.325474931
250620,4,2.325529007
250630,4,2.325584288
250640,4,2.32563545
250650,4,2.325688517
250660,4,2.325743609
250670,4,2.325794807
250680,4,2.325849066
250690,4,2.325902801
250700,4,2.325956906
250710,4,2.326010116
250720,4,2.326065706
250730,4,2.326117072
250740,4,2.326172686
250750,4,2.326223615
250760,4,2.32627674
250770,4,2.326331571
250780,4,2.326385454
250790,4,2.326438802
250800,4,2.326492436
250810,4,2.326546638
250820,4,2.326599054
250830,4,2.326654961
250840,4,2.326705979
250850,4,2.326760718
250860,4,2.326815571
250870,4,2.326866918
250880,4,2.326921423
250890,4,2.32697462
250900,4,2.327028654
250910,4,2.327082593
250920,4,2.327135386
250930,4,2.327189984
250940,4,2.327243895
250950,4,2.327298957
250960,4,2.327349737
250970,4,2.327405872
250980,4,2.327459348
250990,4,2.327511852
251000,4,2.327566079
251010,4,2.327620867
251020,4,2.32767199
251030,4,2.327725369
251040,4,2.327780964
251050,4,2.327834169
251060,4,2.327887994
251070,4,2.327942342
251080,4,2.327995973
251090,4,2.328050346
251100,4,2.32810342
251110,4,2.328156526
251120,4,2.328210239
251130,4,2.328265383
251140,4,2.328319838
251150,4,2.328373934
251160,4,2.328427837
251170,4,2.328483401
251180,4,2.328535098
251190,4,2.328589658
251200,4,2.328643601
251210,4,2.328698132
251220,4,2.328751428
251230,4,2.328805418
251240,4,2.328859383
251250,4,2.328914133
251260,4,2.328966993
251270,4,2.329020975
251280,4,2.32907352
251290,4,2.32912866
251300,4,2.329182189
251310,4,2.329237137
251320,4,2.3292918
251330,4,2.329342061
251340,4,2.329398379
251350,4,2.329452991
251360,4,2.329508462
251370,4,2.329562885
251380,4,2.329615967
251390,4,2.329669999
251400,4,2.329722619
251410,4,2.329777543
251420,4,2.329830942
251430,4,2.329885908
251440,4,2.329938658
251450,4,2.329994848
251460,4,2.330049065
251470,4,2.330102905
251480,4,2.330156072
251490,4,2.330212872
251500,4,2.330265315
251510,4,2.330317714
251520,4,2.330373502
251530,4,2.330427657
251540,4,2.330481766
251550,4,2.330535879
251560,4,2.330589751
251570,4,2.330645982
251580,4,2.330699798
251590,4,2.330752806
251600,4,2.330808724
251610,4,2.330862811
251620,4,2.330915895
251630,4,2.330970988
251640,4,2.33102351
251650,4,2.331078398
251660,4,2.331131894
251670,4,2.331187071
251680,4,2.331240808
251690,4,2.331295193
251700,4,2.331350436
251710,4,2.331403102
251720,4,2.331458431
251730,4,2.331513244
251740,4,2.33156745
251750,4,2.331622159
251760,4,2.331676819
251770,4,2.331730281
251780,4,2.331785013
251790,4,2.331837138
251800,4,2.331893709
251810,4,2.331948736
251820,4,2.332002333
251830,4,2.332057125
251840,4,2.332111335
251850,4,2.332165261
251860,4,2.332219303
251870,4,2.332276779
251880,4,2.332328466
251890,4,2.332381992
251900,4,2.332439752
251910,4,2.332493184
251920,4,2.332547408
251930,4,2.332601802
251940,4,2.332655309
251950,4,2.332710893
251960,4,2.332766199
251970,4,2.332819837
251980,4,2.332874128
251990,4,2.332928118
252000,4,2.332981018
252010,4,2.3330383
252020,4,2.333090357
252030,4,2.33314794
252040,4,2.333199127
252050,4,2.33325749
252060,4,2.333310642
252070,4,2.333363171
252080,4,2.333417402
252090,4,2.333474759
252100,4,2.333527794
252110,4,2.333581964
252120,4,2.333636318
252130,4,2.33369418
252140,4,2.333747393
252150,4,2.333800566
252160,4,2.333856197
252170,4,2.333910059
252180,4,2.333966612
252190,4,2.334021568
252200,4,2.33407404
252210,4,2.334128554
252220,4,2.334184146
252230,4,2.334238023
252240,4,2.334294491
252250,4,2.334350099
252260,4,2.334401953
252270,4,2.334457257
252280,4,2.334511779
252290,4,2.334566489
252300,4,2.334619691
252310,4,2.334675929
252320,4,2.33473068
252330,4,2.334785181
252340,4,2.334839253
252350,4,2.334894072
252360,4,2.334947633
252370,4,2.335003787
252380,4,2.33505723
252390,4,2.335112921
252400,4,2.335166273
252410,4,2.335223404
252420,4,2.335277685
252430,4,2.33533262
252440,4,2.335386931
252450,4,2.335441156
252460,4,2.335496658
252470,4,2.33555059
252480,4,2.335605302
252490,4,2.335660786
252500,4,2.335716006
252510,4,2.335770842
252520,4,2.335825837
252530,4,2.335879902
252540,4,2.335935213
252550,4,2.335990466
252560,4,2.336043661
252570,4,2.336099341
252580,4,2.336154093
252590,4,2.336207534
252600,4,2.336264067
252610,4,2.33631975
252620,4,2.336373726
252630,4,2.336425706
252640,4,2.33648315
252650,4,2.336538193
252660,4,2.336591599
252670,4,2.336645982
252680,4,2.336702854
252690,4,2.336757887
252700,4,2.336811138
252710,4,2.336865722
252720,4,2.336921574
252730,4,2.336974501
252740,4,2.337030981
252750,4,2.337084411
252760,4,2.33714028
252770,4,2.337195174
252780,4,2.337250076
252790,4,2.337306191
252800,4,2.337360102
252810,4,2.337415393
252820,4,2.337470128
252830,4,2.337523397
252840,4,2.337579043
252850,4,2.337633109
252860,4,2.337690356
252870,4,2.33774435
252880,4,2.337799281
252890,4,2.337854581
252900,4,2.337909969
252910,4,2.337963927
252920,4,2.338018912
252930,4,2.338073802
252940,4,2.338130241
252950,4,2.338184206
252960,4,2.338237877
252970,4,2.338295793
252980,4,2.338347875
252990,4,2.338405014
253000,4,2.338458567
253010,4,2.338514453
253020,4,2.338566134
253030,4,2.338621676
253040,4,2.338679619
253050,4,2.338734058
253060,4,2.33878898
253070,4,2.338844111
253080,4,2.338900149
253090,4,2.338953437
253100,4,2.339007563
253110,4,2.339061556
253120,4,2.339118088
253130,4,2.339173076
253140,4,2.339229492
253150,4,2.339283063
253160,4,2.339338821
253170,4,2.339394485
253180,4,2.339447193
253190,4,2.339505609
253200,4,2.339559052
253210,4,2.339614205
253220,4,2.339668675
253230,4,2.339723825
253240,4,2.33977929
253250,4,2.339833712
253260,4,2.339890193
253270,4,2.339945162
253280,4,2.339998304
253290,4,2.340054676
253300,4,2.340110073
253310,4,2.340163322
253320,4,2.340218185
253330,4,2.340275045
253340,4,2.34032715
253350,4,2.340383578
253360,4,2.340438714
253370,4,2.340494844
253380,4,2.340548769
253390,4,2.34060463
253400,4,2.340658927
253410,4,2.340714693
253420,4,2.340768193
253430,4,2.340824207
253440,4,2.340877788
253450,4,2.340934917
253460,4,2.340987196
253470,4,2.341043753
253480,4,2.341097837
253490,4,2.341154192
253500,4,2.34121036
253510,4,2.341263642
253520,4,2.34131987
253530,4,2.341375173
253540,4,2.341430161
253550,4,2.341486234
253560,4,2.341539645
253570,4,2.341595576
253580,4,2.341650622
253590,4,2.34170649
253600,4,2.341760557
253610,4,2.341815442
253620,4,2.341871341
253630,4,2.341926639
253640,4,2.341978679
253650,4,2.342034493
253660,4,2.342087638
253670,4,2.34214637
253680,4,2.342201163
253690,4,2.342256559
253700,4,2.342311681
253710,4,2.34236488
253720,4,2.342420019
253730,4,2.342473418
253740,4,2.34253152
253750,4,2.342585878
253760,4,2.342640135
253770,4,2.342695791
253780,4,2.342753112
253790,4,2.342806046
253800,4,2.342861952
253810,4,2.342915523
253820,4,2.342970879
253830,4,2.343026191
253840,4,2.343081253
253850,4,2.343137785
253860,4,2.343191475
253870,4,2.343245794
253880,4,2.343302451
253890,4,2.343356518
253900,4,2.343411211
253910,4,2.343468188
253920,4,2.343523054
253930,4,2.343577147
253940,4,2.343633375
253950,4,2.343686551
253960,4,2.343742516
253970,4,2.343796922
253980,4,2.343852452
253990,4,2.343906789
254000,4,2.343962095
254010,4,2.344018499
254020,4,2.344071914
254030,4,2.344127105
254040,4,2.34418405
254050,4,2.344236835
254060,4,2.344292102
254070,4,2.34434889
254080,4,2.344403
254090,4,2.344457895
254100,4,2.344514594
254110,4,2.344567517
254120,4,2.344622797
254130,4,2.344680584
254140,4,2.34473405
254150,4,2.344790306
254160,4,2.344843234
254170,4,2.344899559
254180,4,2.344954175
254190,4,2.345010865
254200,4,2.345064238
254210,4,2.345120178
254220,4,2.345171627
254230,4,2.345230903
254240,4,2.345282383
254250,4,2.345338249
254260,4,2.345391855
254270,4,2.345448899
254280,4,2.345506099
254290,4,2.345560808
254300,4,2.345614901
254310,4,2.345670566
254320,4,2.345726153
254330,4,2.345778375
254340,4,2.345834437
254350,4,2.345891298
254360,4,2.345944995
254370,4,2.346000583
254380,4,2.346055478
254390,4,2.346110129
254400,4,2.346165323
254410,4,2.346219853
254420,4,2.346274276
254430,4,2.346329631
254440,4,2.346384348
254450,4,2.346441277
254460,4,2.346495548
254470,4,2.34655013
254480,4,2.346606338
254490,4,2.346657438
254500,4,2.346715553
254510,4,2.346769137
254520,4,2.346827681
254530,4,2.346880835
254540,4,2.346935583
254550,4,2.346991351
254560,4,2.347046238
254570,4,2.347100427
254580,4,2.347155977
254590,4,2.347211312
254600,4,2.34726523
254610,4,2.347321807
254620,4,2.347375259
254630,4,2.347432663
254640,4,2.347484452
254650,4,2.347539994
254660,4,2.347595026
254670,4,2.34765029
254680,4,2.347704496
254690,4,2.347762587
254700,4,2.347815583
254710,4,2.347868804
254720,4,2.347925991
254730,4,2.347981842
254740,4,2.348034418
254750,4,2.348092046
254760,4,2.348145563
254770,4,2.34819968
254780,4,2.348253812
254790,4,2.348309112
254800,4,2.348366154
254810,4,2.348421293
254820,4,2.348476333
254830,4,2.348531948
254840,4,2.348584686
254850,4,2.348638829
254860,4,2.348695274
254870,4,2.348746615
254880,4,2.348804646
254890,4,2.348858914
254900,4,2.348913692
254910,4,2.348968765
254920,4,2.349023583
254930,4,2.349079351
254940,4,2.34913541
254950,4,2.349191875
254960,4,2.349242102
254970,4,2.349298236
254980,4,2.349353522
254990,4,2.349408506
255000,4,2.349463267
255010,4,2.349518712
255020,4,2.349574612
255030,4,2.349629565
255040,4,2.349683485
255050,4,2.349736247
255060,4,2.34979369
255070,4,2.349847168
255080,4,2.349902708
255090,4,2.34995858
255100,4,2.35001309
255110,4,2.350066092
255120,4,2.350121464
255130,4,2.350177671
255140,4,2.350232103
255150,4,2.350287342
255160,4,2.350340918
255170,4,2.350396027
255180,4,2.350450267
255190,4,2.35050433
255200,4,2.350560702
255210,4,2.350615607
255220,4,2.350669688
255230,4,2.350723014
255240,4,2.350778621
255250,4,2.350834349
255260,4,2.350889499
255270,4,2.350943836
255280,4,2.35099979
255290,4,2.351055204
255300,4,2.351108616
255310,4,2.351164756
255320,4,2.351217747
255330,4,2.351273406
255340,4,2.351327687
255350,4,2.351382393
255360,4,2.35143785
255370,4,2.351491458
255380,4,2.351546973
255390,4,2.351602954
255400,4,2.351655205
255410,4,2.351712178
255420,4,2.351765845
255430,4,2.35181927
255440,4,2.351875144
255450,4,2.351930324
255460,4,2.351984669
255470,4,2.352039588
255480,4,2.352093716
255490,4,2.35214913
255500,4,2.352202685
255510,4,2.352257539
255520,4,2.352310423
255530,4,2.352368202
255540,4,2.352420886
255550,4,2.352477288
255560,4,2.352533168
255570,4,2.352585889
255580,4,2.352641001
255590,4,2.352695319
255600,4,2.352748147
255610,4,2.352805024
255620,4,2.35285869
255630,4,2.352912794
255640,4,2.352967814
255650,4,2.353023138
255660,4,2.353076209
255670,4,2.353132758
255680,4,2.353187991
255690,4,2.353243126
255700,4,2.353296243
255710,4,2.353350436
255720,4,2.353405546
255730,4,2.353459888
255740,4,2.353514509
255750,4,2.353568146
255760,4,2.353623062
255770,4,2.353678985
255780,4,2.353732255
255790,4,2.353785879
255800,4,2.353840949
255810,4,2.353895931
255820,4,2.353949656
255830,4,2.354004067
255840,4,2.354059625
255850,4,2.354113184
255860,4,2.354166933
255870,4,2.354223265
255880,4,2.354277831
255890,4,2.354332246
255900,4,2.354386859
255910,4,2.35444007
255920,4,2.354496686
255930,4,2.354547905
255940,4,2.354604467
255950,4,2.354658576
255960,4,2.354712617
255970,4,2.35476794
255980,4,2.354819641
255990,4,2.354874735
256000,4,2.35493062
256010,4,2.354985732
256020,4,2.355038374
256030,4,2.355092707
256040,4,2.355149688
256050,4,2.355202464
256060,4,2.355258558
256070,4,2.355312398
256080,4,2.355366173
256090,4,2.355420299
256100,4,2.355475595
256110,4,2.355530335
256120,4,2.3555834
256130,4,2.355635534
256140,4,2.355690822
256150,4,2.355746439
256160,4,2.355800185
256170,4,2.355854367
256180,4,2.355908435
256190,4,2.355963618
256200,4,2.35601651
256210,4,2.356070854
256220,4,2.356126016
256230,4,2.356179685
256240,4,2.356234657
256250,4,2.356287726
256260,4,2.356341288
256270,4,2.356397281
256280,4,2.356451109
256290,4,2.35650521
256300,4,2.356560834
256310,4,2.35661281
256320,4,2.356668168
256330,4,2.356722033
256340,4,2.356775505
256350,4,2.356829322
256360,4,2.35688386
256370,4,2.356939182
256380,4,2.356993889
256390,4,2.357045198
256400,4,2.357101617
256410,4,2.357153275
256420,4,2.357207556
256430,4,2.357263127
256440,4,2.357316489
256450,4,2.357370366
256460,4,2.357423685
256470,4,2.357479039
256480,4,2.357532296
256490,4,2.357587178
256500,4,2.357641889
256510,4,2.357693927
256520,4,2.357749175
256530,4,2.357804091
256540,4,2.357856589
256550,4,2.357910792
256560,4,2.357963871
256570,4,2.358019445
256580,4,2.358074162
256590,4,2.358127361
256600,4,2.358179658
256610,4,2.358234824
256620,4,2.358287874
256630,4,2.358342952
256640,4,2.358397727
256650,4,2.358451535
256660,4,2.358507307
256670,4,2.358559635
256680,4,2.358613346
256690,4,2.358665849
256700,4,2.358720688
256710,4,2.358774355
256720,4,2.358825285
256730,4,2.35888419
256740,4,2.358935389
256750,4,2.358988429
256760,4,2.359042646
256770,4,2.3590973
256780,4,2.359150934
256790,4,2.359205167
256800,4,2.3592611
256810,4,2.359312722
256820,4,2.359365521
256830,4,2.359420335
256840,4,2.359473377
256850,4,2.35952735
256860,4,2.359580942
256870,4,2.359634494
256880,4,2.359687053
256890,4,2.359741814
256900,4,2.359794859
256910,4,2.359850111
256920,4,2.359903819
256930,4,2.359955904
256940,4,2.360008609
256950,4,2.360062911
256960,4,2.360117187
256970,4,2.360170745
256980,4,2.360225219
256990,4,2.360279234
257000,4,2.360332585
257010,4,2.360386801
257020,4,2.36043956
257030,4,2.360493778
257040,4,2.360546285
257050,4,2.360598935
257060,4,2.360654534
257070,4,2.360707323
257080,4,2.360760951
257090,4,2.360815607
257100,4,2.360869387
257110,4,2.360919223
257120,4,2.360974107
257130,4,2.361027306
257140,4,2.361081573
257150,4,2.361135539
257160,4,2.361189327
257170,4,2.361241467
257180,4,2.36129671
257190,4,2.361351608
257200,4,2.361402722
257210,4,2.361453992
257220,4,2.361507763
257230,4,2.361562655
257240,4,2.361614649
257250,4,2.361666881
257260,4,2.361723037
257270,4,2.361775851
257280,4,2.361829265
257290,4,2.361880729
257300,4,2.361935853
257310,4,2.361988447
257320,4,2.362042794
257330,4,2.362096658
257340,4,2.362149695
257350,4,2.36220102
257360,4,2.362255513
257370,4,2.362309214
257380,4,2.362361854
257390,4,2.3624149
257400,4,2.362465577
257410,4,2.362522389
257420,4,2.362574413
257430,4,2.362628005
257440,4,2.362681086
257450,4,2.362734139
257460,4,2.362786538
257470,4,2.362840658
257480,4,2.362893151
257490,4,2.36294663
257500,4,2.363000942
257510,4,2.36305256
257520,4,2.363106088
257530,4,2.36315741
257540,4,2.36321014
257550,4,2.363262334
257560,4,2.363319721
257570,4,2.363370853
257580,4,2.363423083
257590,4,2.363476211
257600,4,2.363529496
257610,4,2.363583261
257620,4,2.363635975
257630,4,2.363689342
257640,4,2.363742887
257650,4,2.363793608
257660,4,2.363847555
257670,4,2.363899402
257680,4,2.363954837
257690,4,2.364008082
257700,4,2.364058425
257710,4,2.364112128
257720,4,2.364164968
257730,4,2.364217102
257740,4,2.364270965
257750,4,2.364323808
257760,4,2.364376034
257770,4,2.364430059
257780,4,2.364479808
257790,4,2.364531978
257800,4,2.364586765
257810,4,2.364640441
257820,4,2.364694853
257830,4,2.364744038
257840,4,2.364797622
257850,4,2.364851337
257860,4,2.364903199
257870,4,2.364955265
257880,4,2.36500734
257890,4,2.365059268
257900,4,2.365113673
257910,4,2.365166675
257920,4,2.3652208
257930,4,2.365271518
257940,4,2.365323472
257950,4,2.365378138
257960,4,2.365429914
257970,4,2.36548105
257980,4,2.365534799
257990,4,2.36558679
258000,4,2.365639525
258010,4,2.365691646
258020,4,2.365744082
258030,4,2.365795625
258040,4,2.365848757
258050,4,2.365900577
258060,4,2.365953522
258070,4,2.366006458
258080,4,2.366058376
258090,4,2.366112957
258100,4,2.366164356
258110,4,2.366214623
258120,4,2.366266952
258130,4,2.366320099
258140,4,2.366372178
258150,4,2.3664264
258160,4,2.366475911
258170,4,2.366531011
258180,4,2.366580539
258190,4,2.366634658
258200,4,2.366686953
258210,4,2.366738728
258220,4,2.366790268
258230,4,2.366843413
258240,4,2.36689459
258250,4,2.366947634
258260,4,2.367000624
258270,4,2.367052414
258280,4,2.367103346
258290,4,2.367155035
258300,4,2.367208656
258310,4,2.367260028
258320,4,2.367313221
258330,4,2.367364753
258340,4,2.367415408
258350,4,2.367468767
258360,4,2.367519467
258370,4,2.367573198
258380,4,2.367624397
258390,4,2.367676518
258400,4,2.367729563
258410,4,2.367782659
258420,4,2.367832712
258430,4,2.367884161
258440,4,2.367936959
258450,4,2.367987632
258460,4,2.368039295
258470,4,2.36809292
258480,4,2.368143521
258490,4,2.368195373
258500,4,2.368246035
258510,4,2.368301227
258520,4,2.368350613
258530,4,2.368403211
258540,4,2.368455441
258550,4,2.368506561
258560,4,2.368556975
258570,4,2.36861067
258580,4,2.368659447
258590,4,2.36871292
258600,4,2.368763289
258610,4,2.368816325
258620,4,2.368867524
258630,4,2.368918622
258640,4,2.368972943
258650,4,2.36902367
258660,4,2.36907473
258670,4,2.369125036
258680,4,2.369177506
258690,4,2.369230371
258700,4,2.369280536
258710,4,2.369333491
258720,4,2.369384832
258730,4,2.369435927
258740,4,2.369485635
258750,4,2.369539738
258760,4,2.369591033
258770,4,2.369641426
258780,4,2.369692144
258790,4,2.369743544
258800,4,2.369795561
258810,4,2.369846657
258820,4,2.369898082
258830,4,2.36995086
258840,4,2.370001465
258850,4,2.37005481
258860,4,2.370104074
258870,4,2.370155831
258880,4,2.370207535
258890,4,2.370256549
258900,4,2.370309188
258910,4,2.37036218
258920,4,2.370412036
258930,4,2.370463937
258940,4,2.370511994
258950,4,2.370565898
258960,4,2.370616313
258970,4,2.370668303
258980,4,2.370718338
258990,4,2.370770033
259000,4,2.370821188
259010,4,2.370871813
259020,4,2.370920988
259030,4,2.370974782
259040,4,2.371027304
259050,4,2.371076166
259060,4,2.371125172
259070,4,2.371176714
259080,4,2.371230528
259090,4,2.371278201
259100,4,2.37133029
259110,4,2.371380753
259120,4,2.371433674
259130,4,2.371484407
259140,4,2.371534133
259150,4,2.37158583
259160,4,2.371636021
259170,4,2.371687368
259180,4,2.371738567
259190,4,2.371789208
259200,4,2.371840271
259210,4,2.37189292
259220,4,2.371941129
259230,4,2.371991101
259240,4,2.372042556
259250,4,2.372094335
259260,4,2.372144038
259270,4,2.372194473
259280,4,2.372245372
259290,4,2.372295033
259300,4,2.372345568
259310,4,2.372397482
259320,4,2.372446344
259330,4,2.372500462
259340,4,2.372548928
259350,4,2.372598577
259360,4,2.372650534
259370,4,2.372700489
259380,4,2.372749575
259390,4,2.372800434
259400,4,2.372851968
259410,4,2.372901647
259420,4,2.372953409
259430,4,2.373001571
259440,4,2.373053529
259450,4,2.373105086
259460,4,2.373154512
259470,4,2.373204336
259480,4,2.373253829
259490,4,2.373304817
259500,4,2.373355282
259510,4,2.3734051
259520,4,2.373455647
259530,4,2.373505681
259540,4,2.373556309
259550,4,2.373606704
259560,4,2.373658604
259570,4,2.37370588
259580,4,2.373759819
259590,4,2.373807552
259600,4,2.373857332
259610,4,2.373908453
259620,4,2.373958411
259630,4,2.374007073
259640,4,2.3740567
259650,4,2.37410701
259660,4,2.374159549
259670,4,2.374206466
259680,4,2.374258972
259690,4,2.374308266
259700,4,2.37435631
259710,4,2.374406742
259720,4,2.374457414
259730,4,2.374507249
259740,4,2.374556978
259750,4,2.374606695
259760,4,2.374656903
259770,4,2.374707496
259780,4,2.374756799
259790,4,2.374806329
259800,4,2.374856071
259810,4,2.374905879
259820,4,2.374953826
259830,4,2.375004835
259840,4,2.37505512
259850,4,2.375104538
259860,4,2.375154835
259870,4,2.375204342
259880,4,2.37525444
259890,4,2.375303394
259900,4,2.375353776
259910,4,2.375402103
259920,4,2.3754519
259930,4,2.375500455
259940,4,2.375550135
259950,4,2.375600321
259960,4,2.375651453
259970,4,2.375699129
259980,4,2.375750198
259990,4,2.37579822
260000,4,2.375848017
260010,4,2.375897563
260020,4,2.375946971
260030,4,2.375996196
260040,4,2.376044946
260050,4,2.37609632
260060,4,2.376144925
260070,4,2.376193102
260080,4,2.376243081
260090,4,2.376291449
260100,4,2.376340695
260110,4,2.37639004
260120,4,2.376437823
260130,4,2.376488388
260140,4,2.376537485
260150,4,2.376586944
260160,4,2.376637699
260170,4,2.376684825
260180,4,2.376733378
260190,4,2.376783255
260200,4,2.376831493
260210,4,2.376882593
260220,4,2.376929278
260230,4,2.376978167
260240,4,2.377026854
260250,4,2.377076231
260260,4,2.377125684
260270,4,2.377175893
260280,4,2.377223755
260290,4,2.377272612
260300,4,2.377321363
260310,4,2.37736858
260320,4,2.377417623
260330,4,2.377467417
260340,4,2.37751462
260350,4,2.377565108
260360,4,2.377614373
260370,4,2.377663031
260380,4,2.377713179
260390,4,2.377759885
260400,4,2.377808543
260410,4,2.37785719
260420,4,2.377906039
260430,4,2.377954459
260440,4,2.378002763
260450,4,2.378051928
260460,4,2.378100535
260470,4,2.378149611
260480,4,2.378198255
260490,4,2.37824578
260500,4,2.378292871
260510,4,2.378343019
260520,4,2.378391226
260530,4,2.378439192
260540,4,2.37849005
260550,4,2.378535125
260560,4,2.378584044
260570,4,2.378632175
260580,4,2.378680808
260590,4,2.37872941
260600,4,2.378778576
260610,4,2.378826951
260620,4,2.378873125
260630,4,2.378920771
260640,4,2.378971655
260650,4,2.37901899
260660,4,2.379068506
260670,4,2.37911439
260680,4,2.379162397
260690,4,2.379211949
260700,4,2.379257742
260710,4,2.379307664
260720,4,2.379353897
260730,4,2.379402898
260740,4,2.379451809
260750,4,2.379498892
260760,4,2.379547652
260770,4,2.379596182
260780,4,2.379643369
260790,4,2.379689022
260800,4,2.379738645
260810,4,2.379786558
260820,4,2.379835442
260830,4,2.37988254
260840,4,2.379932282
260850,4,2.379975535
260860,4,2.380024751
260870,4,2.380073281
260880,4,2.380120396
260890,4,2.38016726
260900,4,2.380216479
260910,4,2.380263016
260920,4,2.380312015
260930,4,2.38036038
260940,4,2.380403385
260950,4,2.380454879
260960,4,2.380503288
260970,4,2.380550355
260980,4,2.380595341
260990,4,2.380642738
261000,4,2.380690822
261010,4,2.380737882
261020,4,2.38078616
261030,4,2.380834471
261040,4,2.380881315
261050,4,2.380930059
261060,4,2.380974628
261070,4,2.381022886
261080,4,2.381069496
261090,4,2.381116954
261100,4,2.381164108
261110,4,2.381210634
261120,4,2.381260217
261130,4,2.381306197
261140,4,2.381350736
261150,4,2.381399235
261160,4,2.381447536
261170,4,2.381495783
261180,4,2.381543322
261190,4,2.381587673
261200,4,2.381636013
261210,4,2.381683405
261220,4,2.381731492
261230,4,2.381775268
261240,4,2.381824159
261250,4,2.381870282
261260,4,2.38191793
261270,4,2.381965169
261280,4,2.382011763
261290,4,2.382059213
261300,4,2.382103653
261310,4,2.382151766
261320,4,2.382199449
261330,4,2.382246361
261340,4,2.382291588
261350,4,2.382339955
261360,4,2.382385063
261370,4,2.382431349
261380,4,2.382479399
261390,4,2.382526629
261400,4,2.382570258
261410,4,2.382617267
261420,4,2.382663648
261430,4,2.382709795
261440,4,2.382756992
261450,4,2.382803308
261460,4,2.382850952
261470,4,2.38289721
261480,4,2.382943367
261490,4,2.382989992
261500,4,2.383037549
261510,4,2.3830831
261520,4,2.383129779
261530,4,2.383176382
261540,4,2.383221578
261550,4,2.383266699
261560,4,2.383313931
261570,4,2.383360006
261580,4,2.383405292
261590,4,2.383451726
261600,4,2.383499506
261610,4,2.383543962
261620,4,2.383590431
261630,4,2.383636986
261640,4,2.383683693
261650,4,2.383727191
261660,4,2.383774766
261670,4,2.383819939
261680,4,2.383866543
261690,4,2.383910754
261700,4,2.383957109
261710,4,2.3840061
261720,4,2.384051519
261730,4,2.384096941
261740,4,2.384141686
261750,4,2.384185539
261760,4,2.384232924
261770,4,2.384278665
261780,4,2.38432502
261790,4,2.384369627
261800,4,2.384415837
261810,4,2.384462945
261820,4,2.384507335
261830,4,2.384552669
261840,4,2.384597906
261850,4,2.384644911
261860,4,2.384690246
261870,4,2.384737908
261880,4,2.384779628
261890,4,2.384826818
261900,4,2.384872594
261910,4,2.384916383
261920,4,2.384961798
261930,4,2.385007487
261940,4,2.385053972
261950,4,2.385099757
261960,4,2.385144156
261970,4,2.385189104
261980,4,2.385235212
261990,4,2.385280675
262000,4,2.385322938
262010,4,2.38537074
262020,4,2.385414801
262030,4,2.385460187
262040,4,2.385504615
262050,4,2.385550114
262060,4,2.385597077
262070,4,2.385639094
262080,4,2.385685693
262090,4,2.385730299
262100,4,2.385774721
262110,4,2.38582037
262120,4,2.38586649
262130,4,2.385910445
262140,4,2.385953204
262150,4,2.385999965
262160,4,2.386045156
262170,4,2.386090187
262180,4,2.386133516
262190,4,2.386179669
262200,4,2.386222955
262210,4,2.386267676
262220,4,2.386314197
