Time (s),Station ID,Range (km),Range Rate (km/s)
1011510,2,60005029.32,2.435080303
1011520,2,60005053.68,2.435183209
1011530,2,60005078.02,2.435285758
1011540,2,60005102.38,2.435388093
1011550,2,60005126.74,2.435489991
1011560,2,60005151.09,2.435592025
1011570,2,60005175.45,2.435693861
1011580,2,60005199.8,2.435795452
1011590,2,60005224.16,2.435897003
1011600,2,60005248.52,2.435998131
1011610,2,60005272.88,2.436099096
1011620,2,60005297.24,2.436199817
1011630,2,60005321.61,2.436300502
1011640,2,60005345.97,2.436400902
1011650,2,60005370.33,2.436501242
1011660,2,60005394.7,2.43660138
1011670,2,60005419.07,2.436701116
1011680,2,60005443.43,2.436801069
1011690,2,60005467.8,2.436900464
1011700,2,60005492.17,2.436999829
1011710,2,60005516.54,2.437098993
1011720,2,60005540.91,2.437198038
1011730,2,60005565.29,2.437296727
1011740,2,60005589.66,2.437395374
1011750,2,60005614.03,2.437493894
1011760,2,60005638.41,2.43759206
1011770,2,60005662.78,2.437690169
1011780,2,60005687.16,2.437787897
1011790,2,60005711.54,2.437885453
1011800,2,60005735.92,2.437982997
1011810,2,60005760.3,2.43808052
1011820,2,60005784.68,2.43817757
1011830,2,60005809.06,2.438274469
1011840,2,60005833.45,2.438371188
1011850,2,60005857.83,2.438467868
1011860,2,60005882.22,2.438564255
1011870,2,60005906.6,2.438660389
1011880,2,60005930.99,2.438756328
1011890,2,60005955.38,2.438852221
1011900,2,60005979.77,2.438947934
1011910,2,60006004.16,2.439043157
1011920,2,60006028.55,2.439138468
1011930,2,60006052.94,2.439233699
1011940,2,60006077.33,2.43932853
1011950,2,60006101.73,2.439423282
1011960,2,60006126.12,2.439517877
1011970,2,60006150.52,2.439612224
1011980,2,60006174.91,2.439706363
1011990,2,60006199.31,2.439800182
1012000,2,60006223.71,2.439893818
1012010,2,60006248.11,2.439987524
1012020,2,60006272.51,2.440080841
1012030,2,60006296.91,2.440174123
1012040,2,60006321.31,2.44026706
1012050,2,60006345.72,2.44035988
1012060,2,60006370.12,2.440452612
1012070,2,60006394.53,2.440544887
1012080,2,60006418.93,2.440637254
1012090,2,60006443.34,2.440729359
1012100,2,60006467.75,2.440821181
1012110,2,60006492.15,2.440913051
1012120,2,60006516.56,2.44100456
1012130,2,60006540.98,2.441095824
1012140,2,60006565.39,2.441186888
1012150,2,60006589.8,2.441277842
1012160,2,60006614.21,2.441368487
1012170,2,60006638.62,2.441459273
1012180,2,60006663.04,2.441549791
1012190,2,60006687.45,2.441639763
1012200,2,60006711.87,2.44172991
1012210,2,60006736.29,2.441819705
1012220,2,60006760.71,2.441909279
1012230,2,60006785.13,2.441998927
1012240,2,60006809.55,2.442087936
1012250,2,60006833.97,2.442177043
1012260,2,60006858.39,2.442266107
1012270,2,60006882.82,2.442354918
1012280,2,60006907.24,2.442443279
1012290,2,60006931.66,2.442531514
1012300,2,60006956.09,2.442619854
1012310,2,60006980.52,2.442707706
1012320,2,60007004.94,2.442795326
1012330,2,60007029.37,2.442882743
1012340,2,60007053.8,2.44297034
1012350,2,60007078.23,2.443057438
1012360,2,60007102.66,2.443144307
1012370,2,60007127.1,2.443231383
1012380,2,60007151.53,2.443317727
1012390,2,60007175.96,2.443404356
1012400,2,60007200.4,2.443490693
1012410,2,60007224.83,2.443576594
1012420,2,60007249.27,2.443662425
1012430,2,60007273.71,2.443748288
1012440,2,60007298.14,2.443833661
1012450,2,60007322.58,2.44391902
1012460,2,60007347.02,2.444003989
1012470,2,60007371.46,2.444088925
1012480,2,60007395.9,2.444173649
1012490,2,60007420.35,2.444258135
1012500,2,60007444.79,2.444342648
1012510,2,60007469.23,2.444426973
1012520,2,60007493.68,2.44451082
1012530,2,60007518.12,2.444594731
1012540,2,60007542.57,2.444678253
1012550,2,60007567.02,2.444761338
1012560,2,60007591.46,2.444844721
1012570,2,60007615.91,2.444927899
1012580,2,60007640.36,2.445010619
1012590,2,60007664.81,2.445093196
1012600,2,60007689.26,2.445175644
1012610,2,60007713.72,2.445258095
1012620,2,60007738.17,2.445340188
1012630,2,60007762.62,2.44542206
1012640,2,60007787.08,2.445503728
1012650,2,60007811.54,2.445585258
1012660,2,60007835.99,2.445666546
1012670,2,60007860.45,2.445747639
1012680,2,60007884.91,2.445828547
1012690,2,60007909.37,2.445909432
1012700,2,60007933.82,2.445989787
1012710,2,60007958.28,2.446070214
1012720,2,60007982.74,2.446150466
1012730,2,60008007.21,2.446230362
1012740,2,60008031.67,2.446310054
1012750,2,60008056.13,2.446389862
1012760,2,60008080.6,2.446469214
1012770,2,60008105.06,2.446548504
1012780,2,60008129.53,2.446627612
1012790,2,60008153.99,2.446706314
1012800,2,60008178.46,2.446784877
1012810,2,60008202.93,2.446863638
1012820,2,60008227.4,2.446941783
1012830,2,60008251.87,2.447019794
1012840,2,60008276.34,2.447097685
1012850,2,60008300.81,2.447175573
1012860,2,60008325.28,2.447252589
1012870,2,60008349.76,2.447330047
1012880,2,60008374.23,2.447407415
1012890,2,60008398.7,2.447484314
1012900,2,60008423.18,2.447560964
1012910,2,60008447.66,2.447637413
1012920,2,60008472.13,2.447713873
1012930,2,60008496.61,2.447790147
1012940,2,60008521.09,2.447866213
1012950,2,60008545.57,2.447941807
1012960,2,60008570.05,2.448017425
1012970,2,60008594.53,2.44809301
1012980,2,60008619.01,2.448168023
1012990,2,60008643.49,2.448243027
1013000,2,60008667.97,2.448317875
1013010,2,60008692.46,2.448392511
1013020,2,60008716.94,2.448466896
1013030,2,60008741.43,2.44854109
1013040,2,60008765.91,2.448615356
1013050,2,60008790.4,2.448688982
1013060,2,60008814.89,2.448762717
1013070,2,60008839.37,2.448836379
1013080,2,60008863.86,2.448909559
1013090,2,60008888.35,2.448982572
1013100,2,60008912.84,2.449055535
1013110,2,60008937.33,2.44912843
1013120,2,60008961.82,2.449200871
1013130,2,60008986.32,2.449273172
1013140,2,60009010.81,2.449345227
1013150,2,60009035.3,2.449417364
1013160,2,60009059.8,2.449488977
1013170,2,60009084.29,2.449560637
1013180,2,60009108.79,2.449631957
1013190,2,60009133.28,2.449703259
1013200,2,60009157.78,2.449774289
1013210,2,60009182.28,2.449845106
1013220,2,60009206.78,2.449915526
1013230,2,60009231.28,2.44998596
1013240,2,60009255.78,2.450056229
1013250,2,60009280.28,2.450126245
1013260,2,60009304.78,2.450195998
1013270,2,60009329.29,2.450265573
1013280,2,60009353.79,2.450335174
1013290,2,60009378.29,2.450404586
1013300,2,60009402.8,2.450473543
1013310,2,60009427.3,2.450542568
1013320,2,60009451.81,2.450610862
1013330,2,60009476.31,2.450679273
1013340,2,60009500.82,2.450747711
1013350,2,60009525.33,2.450815873
1013360,2,60009549.84,2.450883838
1013370,2,60009574.35,2.450951492
1013380,2,60009598.86,2.451019067
1013390,2,60009623.37,2.451086407
1013400,2,60009647.88,2.45115345
1013410,2,60009672.39,2.45122018
1013420,2,60009696.9,2.451286985
1013430,2,60009721.42,2.451353688
1013440,2,60009745.93,2.451419953
1013450,2,60009770.44,2.45148633
1013460,2,60009794.96,2.451552231
1013470,2,60009819.47,2.45161796
1013480,2,60009843.99,2.451683531
1013490,2,60009868.51,2.451748922
1013500,2,60009893.02,2.451813946
1013510,2,60009917.54,2.451879161
1013520,2,60009942.06,2.451943884
1013530,2,60009966.58,2.452008527
1013540,2,60009991.1,2.452073024
1013550,2,60010015.62,2.452137167
1013560,2,60010040.15,2.452201323
1013570,2,60010064.67,2.452265336
1013580,2,60010089.19,2.452328682
1013590,2,60010113.72,2.452392293
1013600,2,60010138.24,2.452455544
1013610,2,60010162.76,2.45251855
1013620,2,60010187.29,2.452581262
1013630,2,60010211.82,2.452644142
1013640,2,60010236.34,2.452706471
1013650,2,60010260.87,2.452768755
1013660,2,60010285.4,2.452830992
1013670,2,60010309.93,2.452892957
1013680,2,60010334.46,2.452954653
1013690,2,60010358.98,2.453015951
1013700,2,60010383.52,2.453077425
1013710,2,60010408.05,2.453138587
1013720,2,60010432.58,2.453199528
1013730,2,60010457.11,2.453260204
1013740,2,60010481.64,2.453320629
1013750,2,60010506.18,2.453381029
1013760,2,60010530.71,2.453441365
1013770,2,60010555.25,2.453501135
1013780,2,60010579.78,2.453560805
1013790,2,60010604.32,2.453620518
1013800,2,60010628.85,2.453680086
1013810,2,60010653.39,2.453739144
1013820,2,60010677.93,2.45379804
1013830,2,60010702.47,2.453856937
1013840,2,60010727.01,2.453915395
1013850,2,60010751.55,2.453973998
1013860,2,60010776.09,2.454031973
1013870,2,60010800.63,2.454090066
1013880,2,60010825.17,2.454148003
1013890,2,60010849.71,2.454205562
1013900,2,60010874.25,2.454262877
1013910,2,60010898.8,2.454320178
1013920,2,60010923.34,2.454377123
1013930,2,60010947.88,2.454433957
1013940,2,60010972.43,2.454490493
1013950,2,60010996.97,2.454547098
1013960,2,60011021.52,2.454603534
1013970,2,60011046.07,2.454659535
1013980,2,60011070.61,2.454715463
1013990,2,60011095.16,2.454771103
1014000,2,60011119.71,2.454826547
1014010,2,60011144.26,2.454881804
1014020,2,60011168.8,2.454936939
1014030,2,60011193.35,2.454991636
1014040,2,60011217.9,2.455046368
1014050,2,60011242.45,2.455100932
1014060,2,60011267.01,2.455155229
1014070,2,60011291.56,2.455209331
1014080,2,60011316.11,2.45526318
1014090,2,60011340.67,2.455317034
1014100,2,60011365.22,2.45537063
1014110,2,60011389.77,2.455423907
1014120,2,60011414.33,2.455476965
1014130,2,60011438.88,2.455529951
1014140,2,60011463.44,2.455582529
1014150,2,60011487.99,2.455635215
1014160,2,60011512.55,2.455687576
1014170,2,60011537.11,2.455739779
1014180,2,60011561.66,2.455791716
1014190,2,60011586.22,2.45584344
1014200,2,60011610.78,2.455894889
1014210,2,60011635.34,2.455946425
1014220,2,60011659.9,2.455997447
1014230,2,60011684.46,2.456048614
1014240,2,60011709.02,2.456099394
1014250,2,60011733.58,2.456149907
1014260,2,60011758.14,2.456200322
1014270,2,60011782.71,2.456250467
1014280,2,60011807.27,2.456300374
1014290,2,60011831.83,2.456350356
1014300,2,60011856.39,2.456399836
1014310,2,60011880.96,2.456449329
1014320,2,60011905.52,2.456498538
1014330,2,60011930.09,2.456547457
1014340,2,60011954.66,2.456596395
1014350,2,60011979.22,2.456644955
1014360,2,60012003.79,2.45669351
1014370,2,60012028.36,2.456741563
1014380,2,60012052.92,2.456789673
1014390,2,60012077.49,2.456837464
1014400,2,60012102.06,2.456885049
1014410,2,60012126.63,2.456932572
1014420,2,60012151.2,2.456979904
1014430,2,60012175.77,2.457026904
1014440,2,60012200.34,2.457073825
1014450,2,60012224.91,2.457120463
1014460,2,60012249.48,2.457167138
1014470,2,60012274.05,2.457213168
1014480,2,60012298.63,2.457259214
1014490,2,60012323.2,2.457305038
1014500,2,60012347.77,2.457350639
1014510,2,60012372.34,2.457396241
1014520,2,60012396.92,2.457441372
1014530,2,60012421.49,2.457486567
1014540,2,60012446.07,2.457531569
1014550,2,60012470.65,2.457576395
1014560,2,60012495.22,2.457620766
1014570,2,60012519.8,2.457665133
1014580,2,60012544.38,2.457709069
1014590,2,60012568.95,2.457753014
1014600,2,60012593.53,2.45779667
1014610,2,60012618.11,2.457840348
1014620,2,60012642.69,2.457883543
1014630,2,60012667.26,2.45792676
1014640,2,60012691.84,2.457969591
1014650,2,60012716.42,2.458012204
1014660,2,60012741.01,2.458055084
1014670,2,60012765.58,2.45809727
1014680,2,60012790.17,2.458139221
1014690,2,60012814.75,2.458181354
1014700,2,60012839.33,2.458223048
1014710,2,60012863.91,2.458264625
1014720,2,60012888.5,2.458306003
1014730,2,60012913.08,2.458347037
1014740,2,60012937.66,2.458388075
1014750,2,60012962.25,2.458428886
1014760,2,60012986.83,2.458469371
1014770,2,60013011.41,2.458509722
1014780,2,60013036,2.458549889
1014790,2,60013060.59,2.458589725
1014800,2,60013085.17,2.458629593
1014810,2,60013109.76,2.458669117
1014820,2,60013134.35,2.458708562
1014830,2,60013158.93,2.458747565
1014840,2,60013183.52,2.458786603
1014850,2,60013208.11,2.458825319
1014860,2,60013232.7,2.458864127
1014870,2,60013257.29,2.458902277
1014880,2,60013281.88,2.458940721
1014890,2,60013306.47,2.458978667
1014900,2,60013331.05,2.459016423
1014910,3,60013323.66,1.75011728
1014920,3,60013341.16,1.750193964
1014930,3,60013358.66,1.750271195
1014940,3,60013376.16,1.75034853
1014950,3,60013393.67,1.750425933
1014960,3,60013411.17,1.750503431
1014970,3,60013428.68,1.750581262
1014980,3,60013446.18,1.750659106
1014990,3,60013463.69,1.750737082
1015000,3,60013481.2,1.750815446
1015010,3,60013498.71,1.750893914
1015020,3,60013516.22,1.750972502
1015030,3,60013533.73,1.751051434
1015040,3,60013551.24,1.751130346
1015050,3,60013568.75,1.751209604
1015060,3,60013586.26,1.751288921
1015070,3,60013603.77,1.751368673
1015080,3,60013621.29,1.751448195
1015090,3,60013638.8,1.751527923
1015100,3,60013656.32,1.751608216
1015110,3,60013673.84,1.75168846
1015120,3,60013691.35,1.751768853
1015130,3,60013708.87,1.751849357
1015140,3,60013726.39,1.751930066
1015150,3,60013743.91,1.752010965
1015160,3,60013761.43,1.752092182
1015170,3,60013778.95,1.752173551
1015180,3,60013796.47,1.752254911
1015190,3,60013814,1.752336689
1015200,3,60013831.52,1.752418623
1015210,3,60013849.05,1.752500442
1015220,3,60013866.57,1.75258273
1015230,3,60013884.1,1.752665039
1015240,3,60013901.62,1.752747532
1015250,3,60013919.15,1.7528302
1015260,3,60013936.68,1.75291322
1015270,3,60013954.21,1.752996401
1015280,3,60013971.74,1.753079283
1015290,3,60013989.27,1.753162676
1015300,3,60014006.8,1.753246387
1015310,3,60014024.34,1.753330319
1015320,3,60014041.87,1.753414214
1015330,3,60014059.4,1.753498321
1015340,3,60014076.94,1.753582774
1015350,3,60014094.48,1.753666803
1015360,3,60014112.01,1.753751637
1015370,3,60014129.55,1.753836412
1015380,3,60014147.09,1.753921495
1015390,3,60014164.63,1.75400664
1015400,3,60014182.17,1.75409191
1015410,3,60014199.71,1.754177476
1015420,3,60014217.25,1.754263204
1015430,3,60014234.8,1.754349144
1015440,3,60014252.34,1.754435027
1015450,3,60014269.88,1.75452127
1015460,3,60014287.43,1.754607676
1015470,3,60014304.98,1.754694211
1015480,3,60014322.52,1.754780939
1015490,3,60014340.07,1.754868004
1015500,3,60014357.62,1.754954923
1015510,3,60014375.17,1.755042346
1015520,3,60014392.72,1.755129577
1015530,3,60014410.27,1.755217335
1015540,3,60014427.83,1.755304969
1015550,3,60014445.38,1.755393136
1015560,3,60014462.94,1.755481339
1015570,3,60014480.49,1.755569678
1015580,3,60014498.05,1.755657938
1015590,3,60014515.6,1.755746778
1015600,3,60014533.16,1.755835515
1015610,3,60014550.72,1.755924556
1015620,3,60014568.28,1.756013644
1015630,3,60014585.84,1.756103054
1015640,3,60014603.4,1.756192555
1015650,3,60014620.96,1.756282307
1015660,3,60014638.53,1.756372114
1015670,3,60014656.09,1.756462286
1015680,3,60014673.66,1.756552488
1015690,3,60014691.22,1.756642945
1015700,3,60014708.79,1.756733518
1015710,3,60014726.36,1.756824185
1015720,3,60014743.93,1.75691505
1015730,3,60014761.5,1.757006098
1015740,3,60014779.07,1.757097512
1015750,3,60014796.64,1.757188946
1015760,3,60014814.21,1.757280362
1015770,3,60014831.78,1.75737241
1015780,3,60014849.36,1.757464205
1015790,3,60014866.93,1.757556466
1015800,3,60014884.51,1.757648828
1015810,3,60014902.09,1.757741222
1015820,3,60014919.66,1.75783381
1015830,3,60014937.24,1.757926739
1015840,3,60014954.82,1.758019877
1015850,3,60014972.4,1.758112828
1015860,3,60014989.99,1.758206359
1015870,3,60015007.57,1.758299658
1015880,3,60015025.15,1.758393322
1015890,3,60015042.73,1.758487222
1015900,3,60015060.32,1.758581291
1015910,3,60015077.91,1.758675734
1015920,3,60015095.49,1.758770033
1015930,3,60015113.08,1.758864498
1015940,3,60015130.67,1.758959395
1015950,3,60015148.26,1.759054207
1015960,3,60015165.85,1.759149209
1015970,3,60015183.44,1.759244593
1015980,3,60015201.04,1.759340137
1015990,3,60015218.63,1.759435639
1016000,3,60015236.22,1.759531177
1016010,3,60015253.82,1.759627283
1016020,3,60015271.42,1.759723414
1016030,3,60015289.02,1.759819643
1016040,3,60015306.61,1.75991603
1016050,3,60015324.21,1.760012651
1016060,3,60015341.81,1.760109486
1016070,3,60015359.42,1.760206481
1016080,3,60015377.02,1.760303668
1016090,3,60015394.62,1.760401078
1016100,3,60015412.23,1.760498638
1016110,3,60015429.83,1.76059605
1016120,3,60015447.44,1.760693927
1016130,3,60015465.05,1.760791929
1016140,3,60015482.65,1.760890142
1016150,3,60015500.27,1.760988642
1016160,3,60015517.88,1.761087073
1016170,3,60015535.49,1.761185653
1016180,3,60015553.1,1.761284515
1016190,3,60015570.71,1.761383459
1016200,3,60015588.33,1.761482561
1016210,3,60015605.94,1.761582102
1016220,3,60015623.56,1.761681509
1016230,3,60015641.18,1.761781333
1016240,3,60015658.79,1.761881278
1016250,3,60015676.41,1.761981405
1016260,3,60015694.03,1.762081542
1016270,3,60015711.65,1.762181935
1016280,3,60015729.28,1.762282317
1016290,3,60015746.9,1.762383181
1016300,3,60015764.53,1.762484299
1016310,3,60015782.15,1.762585286
1016320,3,60015799.78,1.762686588
1016330,3,60015817.4,1.762788095
1016340,3,60015835.03,1.762889485
1016350,3,60015852.66,1.762991317
1016360,3,60015870.29,1.763093359
1016370,3,60015887.92,1.76319526
1016380,3,60015905.56,1.763297791
1016390,3,60015923.19,1.763399928
1016400,3,60015940.82,1.763502556
1016410,3,60015958.46,1.763605579
1016420,3,60015976.1,1.763708343
1016430,3,60015993.73,1.763811521
1016440,3,60016011.37,1.763914945
1016450,3,60016029.01,1.764018374
1016460,3,60016046.65,1.764121938
1016470,3,60016064.3,1.764225739
1016480,3,60016081.94,1.764329731
1016490,3,60016099.58,1.764433852
1016500,3,60016117.23,1.764538199
1016510,3,60016134.87,1.764642754
1016520,3,60016152.52,1.764747294
1016530,3,60016170.17,1.764852269
1016540,3,60016187.82,1.76495703
1016550,3,60016205.47,1.765062514
1016560,3,60016223.12,1.765167683
1016570,3,60016240.77,1.765273036
1016580,3,60016258.42,1.765378703
1016590,3,60016276.08,1.765484638
1016600,3,60016293.73,1.7655907
1016610,3,60016311.39,1.765696827
1016620,3,60016329.05,1.76580323
1016630,3,60016346.7,1.765909599
1016640,3,60016364.36,1.766016444
1016650,3,60016382.03,1.766123167
1016660,3,60016399.69,1.766230248
1016670,3,60016417.35,1.766337392
1016680,3,60016435.01,1.766445028
1016690,3,60016452.68,1.76655222
1016700,3,60016470.35,1.76665993
1016710,3,60016488.01,1.766767978
1016720,3,60016505.68,1.76687597
1016730,3,60016523.35,1.766984289
1016740,3,60016541.02,1.767092473
1016750,3,60016558.69,1.767201058
1016760,3,60016576.36,1.767309752
1016770,3,60016594.04,1.767418677
1016780,3,60016611.71,1.767527472
1016790,3,60016629.39,1.76763666
1016800,3,60016647.06,1.767746095
1016810,3,60016664.74,1.767855722
1016820,3,60016682.42,1.767965447
1016830,3,60016700.1,1.768075487
1016840,3,60016717.78,1.768185388
1016850,3,60016735.46,1.768295454
1016860,3,60016753.15,1.768405771
1016870,3,60016770.83,1.768516479
1016880,3,60016788.52,1.768627251
1016890,3,60016806.21,1.768737893
1016900,3,60016823.89,1.768849135
1016910,3,60016841.58,1.76896025
1016920,3,60016859.27,1.769071729
1016930,3,60016876.96,1.769183189
1016940,3,60016894.66,1.769294808
1016950,3,60016912.35,1.769406857
1016960,3,60016930.05,1.769518921
1016970,3,60016947.74,1.769631058
1016980,3,60016965.44,1.769743525
1016990,3,60016983.14,1.769855993
1017000,3,60017000.83,1.769968871
1017010,3,60017018.54,1.770081613
1017020,3,60017036.24,1.770194713
1017030,3,60017053.94,1.770307854
1017040,3,60017071.64,1.770421468
1017050,3,60017089.35,1.770535008
