Time (s),Station ID,Range (km),Range Rate (km/s)
818520,2,59593075.37,2.039587033
818530,2,59593095.77,2.039845919
818540,2,59593116.17,2.04010461
818550,2,59593136.57,2.040363589
818560,2,59593156.97,2.040622182
818570,2,59593177.38,2.040881195
818580,2,59593197.79,2.041140228
818590,2,59593218.2,2.04139913
818600,2,59593238.62,2.04165821
818610,2,59593259.04,2.04191742
818620,2,59593279.46,2.042176742
818630,2,59593299.88,2.042435793
818640,2,59593320.31,2.042695104
818650,2,59593340.73,2.042954691
818660,2,59593361.16,2.043213933
818670,2,59593381.6,2.043473367
818680,2,59593402.04,2.04373338
818690,2,59593422.47,2.04399259
818700,2,59593442.91,2.044252471
818710,2,59593463.36,2.044512026
818720,2,59593483.8,2.044771825
818730,2,59593504.25,2.045031513
818740,2,59593524.7,2.045291571
818750,2,59593545.16,2.045551531
818760,2,59593565.61,2.045811184
818770,2,59593586.08,2.046071601
818780,2,59593606.54,2.046331472
818790,2,59593627,2.046591787
818800,2,59593647.47,2.046851885
818810,2,59593667.94,2.047112237
818820,2,59593688.41,2.047372588
818830,2,59593708.89,2.047633015
818840,2,59593729.36,2.047893526
818850,2,59593749.85,2.048153833
818860,2,59593770.33,2.048414495
818870,2,59593790.81,2.048675085
818880,2,59593811.3,2.048935643
818890,2,59593831.79,2.049196487
818900,2,59593852.28,2.049457407
818910,2,59593872.78,2.04971812
818920,2,59593893.28,2.049979065
818930,2,59593913.78,2.050239855
818940,2,59593934.28,2.050501032
818950,2,59593954.79,2.050761921
818960,2,59593975.3,2.051023028
818970,2,59593995.81,2.05128416
818980,2,59594016.32,2.051545237
818990,2,59594036.84,2.051806443
819000,2,59594057.36,2.052067819
819010,2,59594077.88,2.052329217
819020,2,59594098.41,2.05259067
819030,2,59594118.93,2.052852093
819040,2,59594139.46,2.053113638
819050,2,59594160,2.053375165
819060,2,59594180.53,2.053636817
819070,2,59594201.07,2.053898628
819080,2,59594221.61,2.054160194
819090,2,59594242.15,2.054422115
819100,2,59594262.7,2.054683755
819110,2,59594283.25,2.054945909
819120,2,59594303.8,2.055207483
819130,2,59594324.35,2.055469621
819140,2,59594344.91,2.055731634
819150,2,59594365.46,2.055993732
819160,2,59594386.02,2.0562558
819170,2,59594406.59,2.056518054
819180,2,59594427.16,2.056780223
819190,2,59594447.72,2.057042399
819200,2,59594468.3,2.057304748
819210,2,59594488.87,2.057567276
819220,2,59594509.45,2.057829695
819230,2,59594530.03,2.058092224
819240,2,59594550.61,2.058354703
819250,2,59594571.2,2.058617154
819260,2,59594591.78,2.058879944
819270,2,59594612.37,2.059142574
819280,2,59594632.97,2.059405225
819290,2,59594653.56,2.059668078
819300,2,59594674.16,2.059930867
819310,2,59594694.76,2.060193919
819320,2,59594715.36,2.060456852
819330,2,59594735.97,2.060719584
819340,2,59594756.58,2.060982807
819350,2,59594777.19,2.061245711
819360,2,59594797.8,2.061508951
819370,2,59594818.42,2.06177183
819380,2,59594839.04,2.062035205
819390,2,59594859.66,2.062298303
819400,2,59594880.28,2.062561779
819410,2,59594900.91,2.062825307
819420,2,59594921.54,2.063088479
819430,2,59594942.17,2.063352013
819440,2,59594962.81,2.063615553
819450,2,59594983.44,2.063879036
819460,2,59595004.09,2.064142528
819470,2,59595024.73,2.064406088
819480,2,59595045.37,2.064670077
819490,2,59595066.02,2.064933332
819500,2,59595086.67,2.065197405
819510,2,59595107.33,2.06546129
819520,2,59595127.98,2.065724735
819530,2,59595148.64,2.065988888
819540,2,59595169.3,2.066252758
819550,2,59595189.96,2.066516856
819560,2,59595210.63,2.066781062
819570,2,59595231.3,2.067045025
819580,2,59595251.97,2.067309207
819590,2,59595272.64,2.067573141
819600,2,59595293.32,2.067837499
819610,2,59595314,2.0681018
819620,2,59595334.68,2.068366288
819630,2,59595355.37,2.068630462
819640,2,59595376.06,2.06889477
819650,2,59595396.75,2.069159247
819660,2,59595417.44,2.06942385
819670,2,59595438.14,2.069688303
819680,2,59595458.83,2.069952809
819690,2,59595479.54,2.070217341
819700,2,59595500.24,2.070481945
819710,2,59595520.95,2.070746978
819720,2,59595541.65,2.071011525
819730,2,59595562.37,2.071276252
819740,2,59595583.08,2.071541147
819750,2,59595603.8,2.071806047
819760,2,59595624.52,2.072070951
819770,2,59595645.24,2.072335897
819780,2,59595665.96,2.07260088
819790,2,59595686.69,2.072865758
819800,2,59595707.42,2.07313093
819810,2,59595728.15,2.073396025
819820,2,59595748.89,2.073661227
819830,2,59595769.63,2.07392625
819840,2,59595790.37,2.074191813
819850,2,59595811.11,2.074456908
819860,2,59595831.86,2.074722068
819870,2,59595852.6,2.074987595
819880,2,59595873.35,2.07525307
819890,2,59595894.11,2.075518305
819900,2,59595914.87,2.075783902
819910,2,59595935.62,2.076049232
819920,2,59595956.39,2.076314947
819930,2,59595977.15,2.07658066
819940,2,59595997.92,2.076846246
819950,2,59596018.69,2.077111948
819960,2,59596039.46,2.077377752
819970,2,59596060.24,2.077643177
819980,2,59596081.01,2.077908975
819990,2,59596101.8,2.07817497
820000,2,59596122.58,2.078441005
820010,2,59596143.36,2.078706597
820020,2,59596164.15,2.078972604
820030,2,59596184.94,2.07923866
820040,2,59596205.73,2.0795047
820050,2,59596226.53,2.079770917
820060,2,59596247.33,2.08003709
820070,2,59596268.13,2.080303318
820080,2,59596288.94,2.080569239
820090,2,59596309.74,2.080835503
820100,2,59596330.55,2.081101524
820110,2,59596351.37,2.081367937
820120,2,59596372.18,2.08163443
820130,2,59596393,2.081900662
820140,2,59596413.82,2.082166854
820150,2,59596434.64,2.082433473
820160,2,59596455.47,2.082699991
820170,2,59596476.3,2.082966502
820180,2,59596497.13,2.083233033
820190,2,59596517.96,2.083499489
820200,2,59596538.8,2.083766103
820210,2,59596559.64,2.084032889
820220,2,59596580.48,2.084299641
820230,2,59596601.32,2.084566221
820240,2,59596622.17,2.084832776
820250,2,59596643.02,2.085099817
820260,2,59596663.87,2.085366748
820270,2,59596684.73,2.085633632
820280,2,59596705.58,2.085900326
820290,2,59596726.44,2.086167364
820300,2,59596747.31,2.08643417
820310,2,59596768.17,2.086701495
820320,2,59596789.04,2.086968454
820330,2,59596809.91,2.087235388
820340,2,59596830.79,2.087502395
820350,2,59596851.66,2.08776975
820360,2,59596872.54,2.088037002
820370,2,59596893.42,2.088304044
820380,2,59596914.31,2.088571228
820390,2,59596935.2,2.088838541
820400,2,59596956.08,2.089105832
820410,2,59596976.98,2.089373107
820420,2,59596997.87,2.089640487
820430,2,59597018.77,2.089907901
820440,2,59597039.67,2.090175338
820450,2,59597060.57,2.090442869
820460,2,59597081.48,2.0907104
820470,2,59597102.39,2.090977925
820480,2,59597123.3,2.091245453
820490,2,59597144.21,2.091513114
820500,2,59597165.13,2.091780559
820510,2,59597186.05,2.092048341
820520,2,59597206.97,2.092315938
820530,2,59597227.89,2.092583732
820540,2,59597248.82,2.092851455
820550,2,59597269.75,2.0931193
820560,2,59597290.68,2.093387136
820570,2,59597311.62,2.093654854
820580,2,59597332.56,2.093922713
820590,2,59597353.5,2.094190718
820600,2,59597374.44,2.094458461
820610,2,59597395.39,2.094726721
820620,2,59597416.33,2.09499467
820630,2,59597437.29,2.095262538
820640,2,59597458.24,2.095530636
820650,2,59597479.2,2.095798456
820660,2,59597500.16,2.096066745
820670,2,59597521.12,2.096335114
820680,2,59597542.08,2.096603318
820690,2,59597563.05,2.09687126
820700,2,59597584.02,2.097139598
820710,2,59597604.99,2.097407798
820720,2,59597625.97,2.097676023
820730,2,59597646.95,2.097944429
820740,2,59597667.93,2.0982127
820750,2,59597688.91,2.098481163
820760,2,59597709.9,2.098749455
820770,2,59597730.89,2.09901789
820780,2,59597751.88,2.099286245
820790,2,59597772.87,2.09955466
820800,2,59597793.87,2.09982319
820810,2,59597814.87,2.100091825
820820,2,59597835.87,2.100360341
820830,2,59597856.88,2.100629041
820840,2,59597877.88,2.100897734
820850,2,59597898.89,2.101166194
820860,2,59597919.91,2.101434761
820870,2,59597940.92,2.101703618
820880,2,59597961.94,2.101972168
820890,2,59597982.96,2.102240996
820900,2,59598003.98,2.102509872
820910,2,59598025.01,2.102778744
820920,2,59598046.04,2.103047479
820930,2,59598067.07,2.103316319
820940,2,59598088.11,2.103585232
820950,2,59598109.14,2.103854178
820960,2,59598130.18,2.104122932
820970,2,59598151.23,2.104391825
820980,2,59598172.27,2.104660966
820990,2,59598193.32,2.104929612
821000,2,59598214.37,2.105198805
821010,2,59598235.42,2.105468058
821020,2,59598256.48,2.105736925
821030,2,59598277.54,2.106006174
821040,2,59598298.6,2.106275191
821050,2,59598319.66,2.106544311
821060,2,59598340.73,2.106813593
821070,2,59598361.8,2.107082643
821080,2,59598382.87,2.10735179
821090,2,59598403.95,2.107621198
821100,2,59598425.03,2.107890416
821110,2,59598446.11,2.108159581
821120,2,59598467.19,2.10842903
821130,2,59598488.28,2.108698187
821140,2,59598509.36,2.108967585
821150,2,59598530.45,2.109237145
821160,2,59598551.55,2.109506371
821170,2,59598572.64,2.1097756
821180,2,59598593.74,2.110045089
821190,2,59598614.84,2.110314707
821200,2,59598635.95,2.11058405
821210,2,59598657.06,2.110853531
821220,2,59598678.16,2.111123178
821230,2,59598699.28,2.111392722
821240,2,59598720.39,2.111662192
821250,2,59598741.51,2.111931751
821260,2,59598762.63,2.112201464
821270,2,59598783.75,2.112470901
821280,2,59598804.88,2.112740454
821290,2,59598826.01,2.113010222
821300,2,59598847.14,2.113280002
821310,2,59598868.28,2.113549507
821320,2,59598889.41,2.113819409
821330,2,59598910.55,2.114089053
821340,2,59598931.69,2.114358871
821350,2,59598952.84,2.114628561
821360,2,59598973.99,2.114898261
821370,2,59598995.14,2.115168301
821380,2,59599016.29,2.115437917
821390,2,59599037.44,2.115707756
821400,2,59599058.6,2.115977783
821410,2,59599079.77,2.116247539
821420,2,59599100.93,2.116517363
821430,2,59599122.09,2.116787302
821440,2,59599143.26,2.117057609
821450,2,59599164.44,2.117327353
821460,2,59599185.61,2.1175973
821470,2,59599206.79,2.117867324
821480,2,59599227.97,2.118137373
821490,2,59599249.15,2.118407302
821500,2,59599270.34,2.118677502
821510,2,59599291.53,2.118947533
821520,2,59599312.72,2.119217611
821530,2,59599333.91,2.119487626
821540,2,59599355.11,2.119757759
821550,2,59599376.31,2.120027884
821560,2,59599397.51,2.120298194
821570,2,59599418.71,2.120568034
821580,2,59599439.92,2.120838461
821590,2,59599461.13,2.121108619
821600,2,59599482.34,2.121378936
821610,2,59599503.56,2.121649158
821620,2,59599524.77,2.121919478
821630,2,59599545.99,2.122189565
821640,2,59599567.22,2.12245987
821650,2,59599588.44,2.122730245
821660,2,59599609.67,2.123000697
821670,2,59599630.9,2.123270818
821680,2,59599652.14,2.123541046
821690,2,59599673.37,2.123811321
821700,2,59599694.61,2.124081777
821710,2,59599715.85,2.124352163
821720,2,59599737.1,2.124622478
821730,2,59599758.35,2.12489305
821740,2,59599779.6,2.125163412
821750,2,59599800.85,2.125433839
821760,2,59599822.11,2.125704207
821770,2,59599843.36,2.125974712
821780,2,59599864.63,2.126245266
821790,2,59599885.89,2.126515548
821800,2,59599907.16,2.126786316
821810,2,59599928.43,2.127056911
821820,2,59599949.7,2.127327136
821830,2,59599970.97,2.12759783
821840,2,59599992.25,2.127868144
821850,2,59600013.53,2.128138825
821860,2,59600034.81,2.128409397
821870,2,59600056.1,2.128679955
821880,2,59600077.39,2.128950456
821890,2,59600098.68,2.129221075
821900,2,59600119.97,2.129491778
821910,2,59600141.27,2.129762212
821920,2,59600162.57,2.130033029
821930,2,59600183.87,2.13030347
821940,2,59600205.17,2.130574158
821950,2,59600226.48,2.130844942
821960,2,59600247.79,2.131115689
821970,2,59600269.1,2.131386296
821980,2,59600290.42,2.131657043
821990,2,59600311.73,2.131927702
822000,2,59600333.05,2.132198685
822010,2,59600354.38,2.13246906
822020,2,59600375.7,2.132739786
822030,2,59600397.03,2.133010818
822040,2,59600418.37,2.133281561
822050,2,59600439.7,2.133552566
822060,2,59600461.04,2.133823055
822070,2,59600482.37,2.134093736
822080,2,59600503.72,2.13436449
822090,2,59600525.06,2.134635543
822100,2,59600546.41,2.13490609
822110,2,59600567.76,2.135176937
822120,2,59600589.11,2.135447785
822130,2,59600610.47,2.135718811
822140,2,59600631.83,2.135989526
822150,2,59600653.19,2.136260192
822160,2,59600674.55,2.136531138
822170,2,59600695.92,2.136802095
822180,2,59600717.29,2.137072818
822190,2,59600738.66,2.137343676
822200,2,59600760.04,2.137614602
822210,2,59600781.42,2.137885477
822220,2,59600802.79,2.138156344
822230,2,59600824.18,2.138427301
822240,2,59600845.56,2.138698326
822250,2,59600866.95,2.138969133
822260,2,59600888.34,2.139239997
822270,2,59600909.74,2.139511034
822280,2,59600931.13,2.139781796
822290,2,59600952.53,2.140052931
822300,2,59600973.93,2.140323769
822310,2,59600995.34,2.140594838
822320,2,59601016.75,2.140865738
822330,2,59601038.15,2.141136634
822340,2,59601059.57,2.141407652
822350,2,59601080.98,2.141678683
822360,2,59601102.4,2.141949545
822370,2,59601123.82,2.142220559
822380,2,59601145.25,2.142491607
822390,2,59601166.67,2.142762519
822400,2,59601188.1,2.143033521
822410,2,59601209.53,2.143304715
822420,2,59601230.97,2.143575628
822430,2,59601252.41,2.143846663
822440,2,59601273.84,2.144117776
822450,2,59601295.29,2.144388591
822460,2,59601316.73,2.144659736
822470,2,59601338.18,2.144930491
822480,2,59601359.63,2.145201595
822490,2,59601381.08,2.145472759
822500,2,59601402.54,2.145743837
822510,2,59601424,2.146014837
822520,2,59601445.46,2.146285724
822530,2,59601466.93,2.14655673
822540,2,59601488.39,2.146827929
822550,2,59601509.86,2.147098831
822560,2,59601531.33,2.147369823
822570,2,59601552.81,2.147641021
822580,2,59601574.29,2.147911985
822590,2,59601595.77,2.14818301
822600,2,59601617.25,2.148454065
822610,2,59601638.74,2.148725104
822620,2,59601660.23,2.148996087
822630,2,59601681.72,2.149267411
822640,2,59601703.21,2.149538355
822650,2,59601724.71,2.149809084
822660,2,59601746.21,2.150080319
822670,2,59601767.71,2.150351471
822680,2,59601789.21,2.150622381
822690,2,59601810.72,2.150893346
822700,2,59601832.23,2.151164597
822710,2,59601853.75,2.151435624
822720,2,59601875.26,2.151706584
822730,2,59601896.78,2.151977683
822740,2,59601918.3,2.152248696
822750,2,59601939.82,2.152519671
822760,2,59601961.35,2.152790906
822770,2,59601982.88,2.153061765
822780,2,59602004.41,2.153332942
822790,2,59602025.94,2.15360392
822800,2,59602047.48,2.153874631
822810,2,59602069.03,2.154145854
822820,2,59602090.57,2.154417042
822830,2,59602112.11,2.154688082
822840,2,59602133.66,2.154959075
822850,2,59602155.21,2.155230015
822860,2,59602176.76,2.155501046
822870,2,59602198.32,2.155772071
822880,2,59602219.88,2.156043159
822890,2,59602241.44,2.15631406
822900,2,59602263.01,2.156585125
822910,2,59602284.57,2.156856215
822920,2,59602306.14,2.157127195
822930,2,59602327.71,2.15739841
822940,2,59602349.29,2.157669131
822950,2,59602370.87,2.157940086
822960,2,59602392.45,2.158211209
822970,2,59602414.03,2.158482157
822980,2,59602435.62,2.158753039
822990,2,59602457.21,2.159024178
823000,2,59602478.8,2.159295046
823010,2,59602500.39,2.159566004
823020,2,59602521.99,2.159836833
823030,2,59602543.59,2.160107557
823040,2,59602565.19,2.160378852
823050,2,59602586.8,2.160649812
823060,2,59602608.4,2.160920719
823070,2,59602630.02,2.161191654
823080,2,59602651.63,2.161462487
823090,2,59602673.25,2.161733549
823100,2,59602694.87,2.162004303
823110,2,59602716.49,2.162275361
823120,2,59602738.11,2.162546206
823130,2,59602759.74,2.162817239
823140,2,59602781.37,2.163088095
823150,2,59602803,2.163358649
823160,2,59602824.63,2.163629715
823170,2,59602846.27,2.163900601
823180,2,59602867.91,2.164171484
823190,2,59602889.55,2.164442237
823200,2,59602911.2,2.164712979
823210,2,59602932.85,2.164984102
823220,2,59602954.5,2.165254711
823230,2,59602976.16,2.165525673
823240,2,59602997.81,2.165796349
823250,2,59603019.47,2.166067378
823260,2,59603041.13,2.166337951
823270,2,59603062.8,2.166608941
823280,2,59603084.47,2.166879576
823290,2,59603106.13,2.167150341
823300,2,59603127.81,2.167421234
823310,2,59603149.48,2.167691951
823320,2,59603171.16,2.167962655
823330,2,59603192.84,2.168233344
823340,2,59603214.53,2.168504012
823350,2,59603236.21,2.168774911
823360,2,59603257.9,2.169045646
823370,2,59603279.59,2.169316313
823380,2,59603301.29,2.169586854
823390,2,59603322.99,2.169857612
823400,2,59603344.69,2.170128193
823410,2,59603366.39,2.170398864
823420,2,59603388.09,2.170669575
823430,2,59603409.8,2.170940061
823440,2,59603431.51,2.171211026
823450,2,59603453.22,2.171481344
823460,2,59603474.94,2.171751845
823470,2,59603496.66,2.172022502
823480,2,59603518.38,2.172293092
823490,2,59603540.11,2.172563523
823500,2,59603561.83,2.172834339
823510,2,59603583.56,2.173104854
823520,2,59603605.29,2.173375264
823530,2,59603627.03,2.173646073
823540,2,59603648.77,2.173916206
823550,2,59603670.51,2.17418691
823560,2,59603692.25,2.174457211
823570,2,59603714,2.174727819
823580,2,59603735.75,2.1749982
823590,2,59603757.5,2.175268578
823600,2,59603779.25,2.175539046
823610,2,59603801.01,2.175809359
823620,2,59603822.77,2.176079812
823630,2,59603844.53,2.176350222
823640,2,59603866.29,2.176620665
823650,2,59603888.06,2.176890896
823660,2,59603909.83,2.177161291
823670,2,59603931.61,2.177431668
823680,2,59603953.38,2.177701982
823690,2,59603975.16,2.177972237
823700,2,59603996.94,2.178242609
823710,2,59604018.72,2.178512662
823720,2,59604040.51,2.178782992
823730,2,59604062.3,2.179053151
823740,2,59604084.09,2.179323585
823750,2,59604105.89,2.179593664
823760,2,59604127.68,2.179863678
823770,2,59604149.48,2.180134108
823780,2,59604171.29,2.180404134
823790,2,59604193.09,2.180674294
823800,2,59604214.9,2.180944411
823810,2,59604236.71,2.181214573
823820,2,59604258.52,2.181484544
823830,2,59604280.34,2.181754652
823840,2,59604302.16,2.182024763
823850,2,59604323.98,2.182294929
823860,2,59604345.81,2.182564692
823870,2,59604367.63,2.182834823
823880,2,59604389.46,2.18310481
823890,2,59604411.29,2.18337473
823900,2,59604433.13,2.183644655
823910,2,59604454.97,2.183914871
823920,2,59604476.81,2.184184557
823930,2,59604498.65,2.184454475
823940,2,59604520.5,2.184724532
823950,2,59604542.34,2.184994121
823960,2,59604564.2,2.185264169
823970,2,59604586.05,2.185533994
823980,2,59604607.91,2.185803823
823990,2,59604629.77,2.186073685
824000,2,59604651.63,2.186343149
824010,2,59604673.5,2.186613016
824020,2,59604695.36,2.186882769
824030,2,59604717.23,2.187152466
824040,2,59604739.11,2.187422069
824050,2,59604760.98,2.18769164
824060,2,59604782.86,2.187961488
824070,2,59604804.74,2.188231026
824080,2,59604826.62,2.188500634
824090,2,59604848.51,2.188770306
824100,2,59604870.4,2.189039838
824110,2,59604892.29,2.189309227
824120,2,59604914.18,2.189578941
824130,2,59604936.08,2.189848361
824140,2,59604957.98,2.190117858
824150,2,59604979.88,2.190387389
824160,2,59605001.79,2.19065678
824170,2,59605023.7,2.190926078
824180,2,59605045.61,2.191195587
824190,2,59605067.52,2.191465154
824200,2,59605089.44,2.191734313
824210,2,59605111.36,2.192003707
824220,2,59605133.28,2.192273204
824230,2,59605155.2,2.192542192
824240,2,59605177.13,2.192811615
824250,2,59605199.06,2.193080898
824260,2,59605220.99,2.19335009
824270,2,59605242.92,2.193619181
824280,2,59605264.86,2.19388846
824290,2,59605286.8,2.19415757
824300,2,59605308.74,2.194426594
824310,2,59605330.69,2.194695733
824320,2,59605352.64,2.194964911
824330,2,59605374.59,2.195233818
824340,2,59605396.54,2.195502896
824350,2,59605418.5,2.19577187
824360,2,59605440.46,2.196041073
824370,2,59605462.42,2.196309777
824380,2,59605484.39,2.196578977
824390,2,59605506.35,2.196847697
824400,2,59605528.32,2.197116532
824410,2,59605550.29,2.197385393
824420,2,59605572.27,2.197654302
824430,2,59605594.25,2.197923022
824440,2,59605616.23,2.198191934
824450,2,59605638.21,2.19846078
824460,2,59605660.2,2.198729574
824470,2,59605682.19,2.198998152
824480,2,59605704.18,2.199266783
824490,2,59605726.17,2.199535365
824500,2,59605748.17,2.199804084
824510,2,59605770.17,2.200072686
824520,2,59605792.17,2.20034123
824530,2,59605814.18,2.200609644
824540,2,59605836.18,2.20087824
824550,2,59605858.19,2.201146872
824560,2,59605880.2,2.201415247
824570,2,59605902.22,2.201683734
824580,2,59605924.24,2.201952149
824590,2,59605946.26,2.202220494
824600,2,59605968.28,2.202488783
824610,2,59605990.31,2.202757123
824620,2,59606012.34,2.203025596
824630,2,59606034.37,2.203293876
824640,2,59606056.4,2.20356185
824650,2,59606078.44,2.203830206
824660,2,59606100.48,2.204098255
824670,2,59606122.52,2.204366387
824680,2,59606144.57,2.204634692
824690,2,59606166.61,2.204902594
824700,2,59606188.67,2.205170663
824710,2,59606210.72,2.205438933
824720,2,59606232.77,2.205706759
824730,2,59606254.83,2.205974729
824740,2,59606276.89,2.206242856
824750,2,59606298.96,2.206510475
824760,2,59606321.02,2.206778489
824770,2,59606343.09,2.207046526
824780,2,59606365.16,2.207314195
824790,2,59606387.24,2.207581986
824800,2,59606409.32,2.207849912
824810,2,59606431.4,2.208117397
824820,2,59606453.48,2.208385366
824830,2,59606475.56,2.208652789
824840,2,59606497.65,2.208920332
824850,2,59606519.74,2.209188029
824860,2,59606541.84,2.209455414
824870,2,59606563.93,2.209723237
824880,2,59606586.03,2.209990796
824890,2,59606608.13,2.210258247
824900,2,59606630.24,2.210525637
824910,2,59606652.34,2.21079311
824920,2,59606674.45,2.211060502
824930,2,59606696.56,2.211327853
824940,2,59606718.68,2.211595194
824950,2,59606740.79,2.211862561
824960,2,59606762.91,2.21212959
824970,2,59606785.04,2.212397077
824980,2,59606807.16,2.21266421
824990,2,59606829.29,2.212931223
825000,2,59606851.42,2.213198328
825010,2,59606873.56,2.213465475
825020,2,59606895.69,2.213732493
825030,2,59606917.83,2.213999589
825040,2,59606939.97,2.214266602
825050,2,59606962.12,2.214533427
825060,2,59606984.26,2.214800413
825070,2,59607006.41,2.215067544
825080,2,59607028.56,2.215334229
825090,2,59607050.72,2.215601096
825100,2,59607072.87,2.21586778
825110,2,59607095.04,2.216134379
825120,2,59607117.2,2.216400981
825130,2,59607139.37,2.216668058
825140,2,59607161.53,2.216934509
825150,2,59607183.7,2.217201102
825160,2,59607205.88,2.217467771
825170,2,59607228.05,2.21773421
825180,2,59607250.23,2.218000804
825190,2,59607272.41,2.21826716
825200,2,59607294.59,2.21853366
825210,2,59607316.78,2.218800011
825220,2,59607338.97,2.219066374
825230,2,59607361.16,2.219332643
825240,2,59607383.36,2.219598863
825250,2,59607405.56,2.21986527
825260,2,59607427.76,2.220131309
825270,2,59607449.96,2.220397277
825280,2,59607472.16,2.22066367
825290,2,59607494.37,2.220929659
825300,2,59607516.58,2.221195777
825310,2,59607538.8,2.22146171
825320,2,59607561.01,2.221727721
825330,2,59607583.23,2.221993763
825340,2,59607605.45,2.222259629
825350,2,59607627.68,2.222525421
825360,2,59607649.9,2.222791089
825370,2,59607672.13,2.223056866
825380,2,59607694.36,2.223322725
825390,2,59607716.6,2.223588263
825400,2,59607738.83,2.223854114
825410,2,59607761.08,2.224119567
825420,2,59607783.32,2.224385271
825430,2,59607805.56,2.224650854
825440,2,59607827.81,2.224916298
825450,2,59607850.06,2.225181954
825460,2,59607872.31,2.22544725
825470,2,59607894.57,2.225712597
825480,2,59607916.83,2.225977895
825490,2,59607939.09,2.22624324
825500,2,59607961.35,2.226508705
825510,2,59607983.62,2.226773937
825520,2,59608005.89,2.227038893
825530,2,59608028.16,2.227304028
825540,2,59608050.43,2.227569169
825550,2,59608072.71,2.227834205
825560,2,59608094.99,2.228099052
825570,2,59608117.27,2.228364027
825580,2,59608139.56,2.228628962
825590,2,59608161.84,2.228894026
825600,2,59608184.14,2.229158787
825610,2,59608206.43,2.229423574
825620,2,59608228.72,2.229688397
825630,2,59608251.02,2.229953151
825640,2,59608273.32,2.230217638
825650,2,59608295.63,2.230482384
825660,2,59608317.93,2.230747014
825670,2,59608340.24,2.231011641
825680,2,59608362.55,2.231275933
825690,2,59608384.87,2.231540495
825700,2,59608407.18,2.231804969
825710,2,59608429.5,2.232069231
825720,2,59608451.82,2.232333663
825730,2,59608474.15,2.232597738
825740,2,59608496.48,2.232862102
825750,2,59608518.81,2.233126448
825760,2,59608541.14,2.233390342
825770,2,59608563.48,2.233654763
825780,2,59608585.81,2.233918635
825790,2,59608608.15,2.234182614
825800,2,59608630.5,2.234446511
825810,2,59608652.84,2.234710608
825820,2,59608675.19,2.234974445
825830,2,59608697.54,2.23523814
825840,2,59608719.9,2.235501994
825850,2,59608742.25,2.235765844
825860,2,59608764.61,2.236029575
825870,2,59608786.97,2.236293165
825880,2,59608809.34,2.236556754
825890,2,59608831.7,2.236820154
825900,2,59608854.07,2.237083897
825910,2,59608876.45,2.237347262
825920,2,59608898.82,2.237610728
825930,2,59608921.2,2.237874225
825940,2,59608943.58,2.238137488
825950,2,59608965.96,2.238400692
825960,2,59608988.35,2.238663973
825970,2,59609010.73,2.238927127
825980,2,59609033.13,2.239190397
825990,2,59609055.52,2.239453324
826000,2,59609077.91,2.239716497
826010,2,59609100.31,2.239979293
826020,2,59609122.71,2.240242346
826030,2,59609145.12,2.240505241
826040,2,59609167.52,2.240768182
826050,2,59609189.93,2.241031052
826060,2,59609212.34,2.241293678
826070,2,59609234.76,2.241556375
826080,2,59609257.18,2.241819103
826090,2,59609279.59,2.242081584
826100,2,59609302.02,2.242344246
826110,2,59609324.44,2.242606642
826120,2,59609346.87,2.242869126
826130,2,59609369.3,2.243131647
826140,2,59609391.73,2.243393834
826150,2,59609414.16,2.24365623
826160,2,59609436.6,2.243918658
826170,2,59609459.05,2.244180711
826180,2,59609481.49,2.244442892
826190,2,59609503.94,2.244704951
826200,2,59609526.38,2.244967
826210,2,59609548.83,2.245228928
826220,2,59609571.29,2.245491068
826230,2,59609593.74,2.245752839
826240,2,59609616.2,2.246014893
826250,2,59609638.66,2.246276568
826260,2,59609661.13,2.246538455
826270,2,59609683.59,2.246799919
826280,2,59609706.06,2.247061652
826290,2,59609728.54,2.247323245
826300,2,59609751.01,2.247584686
826310,2,59609773.49,2.247846229
826320,2,59609795.97,2.248107708
826330,2,59609818.45,2.248368931
826340,2,59609840.93,2.24863063
826350,2,59609863.42,2.248891705
826360,2,59609885.91,2.249152961
826370,2,59609908.41,2.249414037
826380,2,59609930.9,2.249675226
826390,2,59609953.4,2.249936506
826400,2,59609975.9,2.250197337
826410,2,59609998.4,2.250458247
826420,2,59610020.91,2.250719134
826430,2,59610043.42,2.250980113
826440,2,59610065.93,2.251240911
826450,2,59610088.44,2.2515016
826460,2,59610110.96,2.251762217
826470,2,59610133.48,2.252022892
826480,2,59610156,2.252283519
826490,2,59610178.52,2.252544049
826500,2,59610201.05,2.252804557
826510,2,59610223.58,2.253065159
826520,2,59610246.11,2.253325258
826530,2,59610268.65,2.253585601
826540,2,59610291.18,2.253845833
826550,2,59610313.72,2.254106015
826560,2,59610336.26,2.254366399
826570,2,59610358.81,2.254626484
826580,2,59610381.36,2.254886305
826590,2,59610403.91,2.255146256
826600,2,59610426.46,2.255406303
826610,2,59610449.01,2.255666219
826620,2,59610471.57,2.25592601
826630,2,59610494.13,2.256185685
826640,2,59610516.7,2.256445465
826650,2,59610539.26,2.256704943
826660,2,59610561.83,2.256964425
826670,2,59610584.4,2.257224061
826680,2,59610606.98,2.257483505
826690,2,59610629.55,2.257742976
826700,2,59610652.13,2.258002264
826710,2,59610674.71,2.258261529
826720,2,59610697.29,2.258520747
826730,2,59610719.88,2.258779991
826740,2,59610742.47,2.259038863
